id,nome,tipo,caminho_atual,destino_sugerido,confianca,acao_recomendada,motivo,modificado_em
1we8cRWPFtqLds692RjgSbkI9yrXs1VyP,29082025-LGK00558.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00558.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:38.000Z
1-kjXWV6DQ-zppWdy3YU4rEkli_2FYRl5,29082025-LGK00559.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00559.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:38.000Z
1kHLmx53odgt7OhxnjBMaQcLj22hLHXvp,29082025-LGK00563.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00563.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:38.000Z
1TburcWDr1Oextr1suWpT1TPQ-pcqiJBT,29082025-LGK00569.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00569.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:38.000Z
1BRFtAjERcKRTa-DQvqXj0FlzMrpDkfSy,29082025-LGK00572.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00572.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:38.000Z
1YbMsxPS6E3SFP3Lb9N0M8pCwqUWub6ud,29082025-LGK00573.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00573.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:39.000Z
1A4PDq3MlQ_-625y1EGMF4029Y2woAuTd,29082025-LGK00574.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00574.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:39.000Z
1t2opDtssZupugjZ0P1WlknXbn_kSNQ0W,29082025-LGK00575.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00575.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:39.000Z
1TWPDyawRPZf4nmsWGv3F_S0DCP0-Jn2n,29082025-LGK00576.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00576.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:39.000Z
1gNFba5RMjYCzBuDx1ElUgFJ05L6q0mdi,29082025-LGK00577.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00577.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:40.000Z
1Hee8BtTUSzQmKEtT0znEvzYVgEt2Z9-0,29082025-LGK00579.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00579.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:41.000Z
1L6-jaqqjGnmmtvaMCgt6OdtR_j3zSJIM,29082025-LGK00580.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00580.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:41.000Z
1jpbAN7EcWF-62Zl3Z_UUZ0eihViy7y_r,29082025-LGK00581.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00581.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:41.000Z
1kpvZQeh8ZbUiDdpb5f1X07MNRPrTBqUW,29082025-LGK00582.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00582.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:41.000Z
12PTuiJcNOkATLaQAXvSSXxqQamaPEyZd,29082025-LGK00583.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00583.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:42.000Z
135Fm7t9Zd_XgbI26Ro77co_iBdKyE5Uz,29082025-LGK00584.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00584.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:42.000Z
1LIodrZb66l5W3ZEVDRyAZxTXkGHKeWfS,29082025-LGK00585.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00585.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:42.000Z
1h1YN4PjFtK8i_YLXANgn4g1S7xujv1RF,29082025-LGK00586.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00586.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:42.000Z
1y-neMUE7M_mm--_YRDk1e93OXmItLhpV,29082025-LGK00588.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00588.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:42.000Z
128OcGpFwjdAez9V3lLM9Sd1pXlXtdjBw,29082025-LGK00589.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00589.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:43.000Z
1J19N7k2cFJ_3PypdxpXkGxRlDZZAut_z,29082025-LGK00591.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00591.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:43.000Z
12p0Wk_zmgndc9Hl9L_uCzkhzRIOaypli,29082025-LGK00592.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00592.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:43.000Z
16c9aa5rqtvm_E3Uv9m2VA9CfkgyaK4uC,29082025-LGK00594.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00594.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:43.000Z
13vv9WXUH0onmJD9MkflQPN0DM_PzGosE,29082025-LGK00595.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00595.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:43.000Z
1vNKz-eRVcr3n5Y9UC2t1CmTShkuon10a,29082025-LGK00596.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00596.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:44.000Z
1OHA20nYWhrbCZwBaCUuZTKj_EAmbDjLn,29082025-LGK00597.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00597.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:44.000Z
1gHDBGVDHIiTzcUCwPdnlgmhSM1a9vw5B,29082025-LGK00598.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00598.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:44.000Z
14-GHNGWOGYB1MNa76DMJz6tIyT_SYlBq,29082025-LGK00602.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00602.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:44.000Z
1DJ-T6inut9x8wTML2d9LrI-2Qlm9UrWR,29082025-LGK00603.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00603.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:44.000Z
1nd0FwDRf_V21TfgVeUluLopnkpXeEiy3,29082025-LGK00605.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00605.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:45.000Z
1f9UvXh-lBoRglu35-gHGDbJFzj8RjPOf,29082025-LGK00606.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00606.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:45.000Z
1jJU7M3mTIokir2VDVO1rufuiCzsp_n8n,29082025-LGK00608.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00608.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:45.000Z
1sX-i-zcn5jI8uOet4GbhdjCciskhAWxA,29082025-LGK00609.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00609.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:45.000Z
13elViU7INPTLnvaIS-5JdLET7mGLscK6,29082025-LGK00612.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00612.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:46.000Z
15GlChCsZL810Q6WcBMfzNeQj4S6bxHPu,29082025-LGK00613.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00613.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:46.000Z
1KAHHzTH7itMM2tuAehBi8ZhxsOE6ZmnB,29082025-LGK00614.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00614.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:46.000Z
1hOh50TGFfmX5GgRdPF2O4aGwalSMw5Je,29082025-LGK00616.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00616.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:46.000Z
1IshuJsqR7U15qRRItREMDY1uJl8az-lA,29082025-LGK00617.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00617.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:46.000Z
1kpXLw7zGXcrr_ldG5t7EWW9x0I1d_iMg,29082025-LGK00618.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00618.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:46.000Z
1PensMN018lTdBhoI9kraSwbG0Vg6Mj0Y,29082025-LGK00619.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00619.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:47.000Z
1UOFCLGsD9a-f2RYc_k8uKjVxUUGhccgR,29082025-LGK00620.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00620.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:47.000Z
1ob3urlA92n2FFt6meAH6NoKkfs8Qsxna,29082025-LGK00624.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00624.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:47.000Z
1l1yLVPTGdEbhBEqwKSMlIZNiQrn5J6N7,29082025-LGK00626.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00626.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:48.000Z
1JvNjGDfKWbVQ8ZXDUdmq9feZYp1IU8WJ,29082025-LGK00630.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00630.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto; nome repetido; não apagar automaticamente,2025-08-30T02:40:48.000Z
1M68PjoDdegMevAdJkWUlQVqGG1DpQtIN,29082025-LGK00638.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00638.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:49.000Z
1lvBXhh7Hj1nHatNz2hqd0LRbUSN3L5nI,29082025-LGK00640.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00640.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:49.000Z
1SwTvL4Gf5OdGVekGP5jSyoEqSQYxhn76,29082025-LGK00644.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00644.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:50.000Z
1aCqVWYDD0vOHpOYCvS5G7y7RPhANX7dc,29082025-LGK00652.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00652.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:49.000Z
1F8xL3LAq7KX2v_3nFzVyE9svNnJ4dznW,29082025-LGK00656.JPG,image/jpeg,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/AMIGAS DO PEITO/AGOSTO LILAS - 2025_08_29/29082025-LGK00656.JPG,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-30T02:40:49.000Z
