path,name,id,parentId,mimeType,size,modifiedTime,owners,depth
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 17 - Sem limites.mp4,Aula 17 - Sem limites.mp4,1NlGMID-1Ao8ZY8QbWUXM036iKvrTqweU,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,129084052,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 18 - Confiança.mp4,Aula 18 - Confiança.mp4,1BvZ9v2EZbe9FXS6E_03uPkdXkFZRMm6z,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,314472374,2023-12-24T23:55:30.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 19 - Protagonismo.mp4,Aula 19 - Protagonismo.mp4,1FlNC6s1-UFuq7yFWzB3E9RUaWWcd-gEG,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,257599022,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 2 - Como funcionará a fase 0.mp4,Aula 2 - Como funcionará a fase 0.mp4,1ldizHXYV2T0wdzjMVgPzFQRcT6LTTJvr,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,172106585,2023-12-24T23:54:58.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 20 - Aluno ideal para o Inglês em 12 Semanas.mp4,Aula 20 - Aluno ideal para o Inglês em 12 Semanas.mp4,1ImUoW8QJzXO_oDWB2_Y2KN2MNgYRkDwM,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,133131777,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 21 - Memória.mp4,Aula 21 - Memória.mp4,1P-4rYpHsog1cz0mbgvgWQ2Nm0R7INQOx,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,129431676,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 22 - Fundamentos da memória.mp4,Aula 22 - Fundamentos da memória.mp4,1mFCK_IlwT0Rfu3lg98pz0vAN29XjNGbd,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,734204069,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 23 - Prova experimental de memória.mp4,Aula 23 - Prova experimental de memória.mp4,17aApHB6rTEt3ZnFrMYOoUCCE_VJl8TGF,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,331914782,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 24 - Características da memória.mp4,Aula 24 - Características da memória.mp4,1sVudB0oq9Nnqr2nSsj-eL6wz9hdrGGrh,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,475060352,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 25 - Fórmula secreta de memorização.mp4,Aula 25 - Fórmula secreta de memorização.mp4,1FvpSxgu6HnVhP-zmoAZDC-JgrUTQgz8p,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,364929954,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 26 - Memorização guiada.mp4,Aula 26 - Memorização guiada.mp4,1pzifxdB8iOhwwOWjzUHJaWtyIMg61PdM,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,189685206,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 27 - Memorização por conta própria.mp4,Aula 27 - Memorização por conta própria.mp4,12fKYQIAu7f8jD7ygrQ--klmLDE7aYfRL,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,123043782,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 28 - Vocabulário.mp4,Aula 28 - Vocabulário.mp4,1466hg0GCz68k0-qv1JQUbuAwKzLQQth6,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,166018728,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 29 - Memorização guiada II.mp4,Aula 29 - Memorização guiada II.mp4,15jXwFPoIHMuvrMi_HkPQcMyyFsmiUHh2,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,226533924,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 3 - Como se concentrar para aprender.mp4,Aula 3 - Como se concentrar para aprender.mp4,1z8Eqtnn-4Ep59rmw332n1H-Bj0ZGPyXh,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,477503406,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 30 - Memorização por conta própria II.mp4,Aula 30 - Memorização por conta própria II.mp4,1vFQWenIbrykJhtLmkKrhRcCv9nUsNE9K,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,104930186,2023-12-24T23:55:30.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 31 - Técnicas de longo prazo.mp4,Aula 31 - Técnicas de longo prazo.mp4,178-Ea8XzRaG1XkLTbQfGitZ1J2wCV3BF,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,1013311970,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 32 - Ciclo de retenção.mp4,Aula 32 - Ciclo de retenção.mp4,1swJx_jyHfG-2IlkRNCOkXVakrSF1_8nh,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,358382011,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 33 - 3 dias de exercícios.mp4,Aula 33 - 3 dias de exercícios.mp4,1Hh6Nl9lY_LXIpLTGAzQpdhxgsVAYnTJ1,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,162352702,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 4 - Técnica do Pomodoro.mp4,Aula 4 - Técnica do Pomodoro.mp4,1CtrMb_2N2yA3G7PhvD-JJUu62o11t445,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,271867059,2023-12-24T23:54:58.000Z,davijadielson@gmail.com,6
"CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 5 - Quem é Andrei Toribio, o Tucano.mp4","Aula 5 - Quem é Andrei Toribio, o Tucano.mp4",157acOcplklPPxTT04H4gtodfLEJ0WtPC,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,645208595,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 6 - Significado de ser Fluente.mp4,Aula 6 - Significado de ser Fluente.mp4,1-2buosOroDulcOlht76HjR8OFJ0egACr,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,158499442,2023-12-24T23:54:58.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 7 - Porque você não aprendeu inglês até hoje.mp4,Aula 7 - Porque você não aprendeu inglês até hoje.mp4,1zUfT09s_gIeVbRjIBA0LBE41LqewL3u8,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,648925974,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 8 - Crenças e Mentalidade.mp4,Aula 8 - Crenças e Mentalidade.mp4,1DnP9GrWgFxxlGX0BPsLDUQiH6iGG1-jl,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,186912106,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 0 - Pré Curso (O Que você vai fazer par Aprender ingles em 12 Semanas)/Aula 9 - O maior segredo da vida.mp4,Aula 9 - O maior segredo da vida.mp4,1fR6PTPHdi8xdqT1ai5H0R-iJ4fNZ27aF,1s7kCr67ajQyURUl4mfqi1O0dVgVGLr2s,video/mp4,210196058,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência),Fase 1 - Vocabulário (As Bases da Fluência),1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,16MevQeS9Y4ji_squxqh2kxGcySlKfjZk,application/vnd.google-apps.folder,,2026-07-06T06:34:04.385Z,davijadielson@gmail.com,5
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 1 - Como fazer uma boa fase 1.mp4,Aula 1 - Como fazer uma boa fase 1.mp4,1PmTHhuHl282o9JR8a2QIyr876ve-0jEy,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,400640438,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 10 - Erros comuns do PAV.mp4,Aula 10 - Erros comuns do PAV.mp4,1ZLS2T7rVaaNqoR1lqGUc7hIruGiWwmwp,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,444278144,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 11 - Dia 1.mp4,Aula 11 - Dia 1.mp4,18VDyhCxbWJSJI0eXTnN1WkvqLwVuftYy,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,160179456,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 12 - Dia 2.mp4,Aula 12 - Dia 2.mp4,1QSIMaSeqmzEj0LYKgFB51wX_-pfvMwm3,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,187503464,2023-12-24T23:55:30.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 2 - Compreensão ativa.mp4,Aula 2 - Compreensão ativa.mp4,1RVZi9S0vt7GmDIJYeiYh4bbhZjM2ufH4,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,104552867,2023-12-24T23:55:06.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 3 - Speaking.mp4,Aula 3 - Speaking.mp4,1hKWG9Gx1S61D8dBsCHdg9hZ79IB5CXtP,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,160734352,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 4 - Segunda técnica de speaking.mp4,Aula 4 - Segunda técnica de speaking.mp4,14uHtOVfYo2KcIQHoL6-f1CKXt4YodYmy,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,115578970,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 5 - Pronomes pessoais.mp4,Aula 5 - Pronomes pessoais.mp4,1ewxO2hggeNR0gRtdu1201AV0R0G5xWpj,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,153723321,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 6 - Verbo To Be.mp4,Aula 6 - Verbo To Be.mp4,180SO8xHLIO8TldhCsrIMTp9LPAbN2RnX,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,109447997,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 7 - Verbo To Be II.mp4,Aula 7 - Verbo To Be II.mp4,1KA4nNmvQguerPJ1-S1fl9yifbLpcsD1r,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,61121978,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 8 - Conjugação do verbo To Do.mp4,Aula 8 - Conjugação do verbo To Do.mp4,1WVpeSN5QGP-fRyhRHgDe5yFYvQTR_W00,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,98072348,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 1 - Vocabulário (As Bases da Fluência)/Aula 9 - Memorando da fase 1.mp4,Aula 9 - Memorando da fase 1.mp4,16klXAeSO2BNmOnTnUf1DaJK1EcHFuyox,1nWTpjI3kRcXkrrHSpm4NjrDkY2d4rqDW,video/mp4,173502480,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática),Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática),1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,16MevQeS9Y4ji_squxqh2kxGcySlKfjZk,application/vnd.google-apps.folder,,2026-07-06T06:34:04.385Z,davijadielson@gmail.com,5
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 1 - Como funcionará a fase 2.mp4,Aula 1 - Como funcionará a fase 2.mp4,1himMDHSZG2cP0k2cjPQIRHIC-ZE9irZq,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,147517747,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 10 - Traduzindo músicas.mp4,Aula 10 - Traduzindo músicas.mp4,1wjqI3tOgGMSl2pKQqBjeHgd8EhasDoES,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,73878581,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 11 - Gramática.mp4,Aula 11 - Gramática.mp4,1HF6NDXPoJJaD7ljjZpn6t3U_BR6fALvF,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,190884693,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 12 - O futuro.mp4,Aula 12 - O futuro.mp4,1Lu480dGFbL4nsk2l4LiSSTe8xpFGDn1h,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,98536951,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 13 - O Passado.mp4,Aula 13 - O Passado.mp4,1vl4o1ISC0N9ywWX_1_Xm9kQbVNg4bAeo,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,78211030,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 14 - Verbos irregulares do passado.mp4,Aula 14 - Verbos irregulares do passado.mp4,1GElWEX45aQGOSnlXuBuIBgz0g65HbTQa,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,239967867,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 15 - Verbos modais.mp4,Aula 15 - Verbos modais.mp4,1cs08KkK3E2HLbKv5kJD4g4xiT9L3jMZL,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,504829251,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 2 - Listening.mp4,Aula 2 - Listening.mp4,1QPuKrGIHDH3IHJUd8OlYRu4FhMOl9AlM,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,116895775,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 3 - Tradução.mp4,Aula 3 - Tradução.mp4,1hgILisPB91afLdGUY1rPcbHlWmoqyKe-,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,48926684,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 4 - Aprender vendo séries.mp4,Aula 4 - Aprender vendo séries.mp4,1sDFN6qdqyWcJE-ImKrfQpkeMk0Mnk2Y7,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,97208637,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 5 - Treinando sem legenda.mp4,Aula 5 - Treinando sem legenda.mp4,1gh8UZCCzKCE3EXMLZy48do8Zkdn4-I_c,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,60326417,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 6 - Aprender ouvindo músicas.mp4,Aula 6 - Aprender ouvindo músicas.mp4,1KfD4phRA8ERXPFSTDDsFDW-oTeYLwLWE,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,39844287,2023-12-24T23:55:30.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 7 - Aprender ouvindo Podcasts.mp4,Aula 7 - Aprender ouvindo Podcasts.mp4,1CKIpWREQp1k4kQd6A5xtbHhcGMIeLs29,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,98718727,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 8 - Speaking.mp4,Aula 8 - Speaking.mp4,1_4Tr3xfo-fboaQ1ylIvOedYx-SXHtpbA,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,116406455,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 2 - Listening and Speaking (Colocando Meu inglês em Prática)/Aula 9 - Falar sozinho.mp4,Aula 9 - Falar sozinho.mp4,1ePQFMVBJmZjCerz2IwgqJR63NO_kA5AA,1vxV2eHGenLnKOl9GalMO-4l_T0RABSTW,video/mp4,103884169,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 3 - Full Immersion,Fase 3 - Full Immersion,1POGbrdI3p92oXld-UEOCrr7oy9ia9_Pq,16MevQeS9Y4ji_squxqh2kxGcySlKfjZk,application/vnd.google-apps.folder,,2026-07-06T06:34:04.385Z,davijadielson@gmail.com,5
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 3 - Full Immersion/Aula 1 - Conceito do sete mais ou menos dois.mp4,Aula 1 - Conceito do sete mais ou menos dois.mp4,1g9N9SmuVp5pY2YzjYLdMHVEZkbH2gYhO,1POGbrdI3p92oXld-UEOCrr7oy9ia9_Pq,video/mp4,335676540,2023-12-24T23:55:24.000Z,davijadielson@gmail.com,6
CURSOS/CURSOS DE INGLÊS/⭐ Inglês em 12 Semanas - Andrei Toribio/2.Ingês em 12 Semanas 2.0/Fase 3 - Full Immersion/Aula 2 - Full immersion.mp4,Aula 2 - Full immersion.mp4,1jr9Il9ZT31qSELn1hmFZsCvsKeWgSRpD,1POGbrdI3p92oXld-UEOCrr7oy9ia9_Pq,video/mp4,194092124,2023-12-24T23:55:16.000Z,davijadielson@gmail.com,6
